method,seed,server_step,rpi4_update_share,rpi4_weight_share
fedasync,1337,738,0.0,0.0
fedasync,1337,739,0.0,0.0
fedasync,1337,740,0.0,0.0
fedasync,1337,741,0.0,0.0
fedasync,1337,742,0.0,0.0
fedasync,1337,743,1.0,0.20851441405707477
fedasync,1337,744,0.0,0.0
fedasync,1337,745,0.0,0.0
fedasync,1337,746,0.0,0.0
fedasync,1337,747,0.0,0.0
fedasync,1337,748,0.0,0.0
fedasync,1337,749,0.0,0.0
fedasync,1337,750,0.0,0.0
fedasync,1337,751,1.0,0.24253562503633297
fedasync,1337,752,0.0,0.0
fedasync,1337,753,0.0,0.0
fedasync,1337,754,0.0,0.0
fedasync,1337,755,1.0,0.17407765595569785
fedasync,1337,756,0.0,0.0
fedasync,1337,757,0.0,0.0
fedasync,1337,758,0.0,0.0
fedasync,1337,759,0.0,0.0
fedasync,1337,760,0.0,0.0
fedasync,1337,761,0.0,0.0
fedasync,1337,762,0.0,0.0
fedasync,1337,763,1.0,0.17407765595569785
fedasync,1337,764,0.0,0.0
fedasync,1337,765,0.0,0.0
fedasync,1337,766,0.0,0.0
fedasync,1337,767,1.0,0.20412414523193154
fedasync,1337,768,0.0,0.0
fedasync,1337,769,0.0,0.0
fedasync,1337,770,0.0,0.0
fedasync,1337,771,0.0,0.0
fedasync,1337,772,1.0,0.1690308509457033
fedasync,1337,773,0.0,0.0
fedasync,1337,774,0.0,0.0
fedasync,1337,775,0.0,0.0
fedasync,1337,776,0.0,0.0
fedasync,1337,777,1.0,0.19611613513818404
fedasync,1337,778,0.0,0.0
fedasync,1337,779,0.0,0.0
fedasync,1337,780,0.0,0.0
fedasync,1337,781,0.0,0.0
fedasync,1337,782,0.0,0.0
fedasync,1337,783,1.0,0.25
fedasync,1337,784,0.0,0.0
fedasync,1337,785,0.0,0.0
fedasync,1337,786,0.0,0.0
fedasync,1337,787,0.0,0.0
fedasync,1337,788,0.0,0.0
fedasync,1337,789,0.0,0.0
fedasync,1337,790,0.0,0.0
fedasync,1337,791,1.0,0.16666666666666666
fedasync,1337,792,0.0,0.0
fedasync,1337,793,0.0,0.0
fedasync,1337,794,0.0,0.0
fedasync,1337,795,1.0,0.17677669529663687
fedasync,1337,796,0.0,0.0
fedasync,1337,797,0.0,0.0
fedasync,1337,798,1.0,0.2182178902359924
fedasync,1337,799,0.0,0.0
fedasync,1337,800,0.0,0.0
fedasync,1337,801,0.0,0.0
fedasync,1337,802,0.0,0.0
fedasync,1337,803,1.0,0.22360679774997896
fedasync,1337,804,0.0,0.0
fedasync,1337,805,0.0,0.0
fedasync,1337,806,0.0,0.0
fedasync,1337,807,0.0,0.0
fedasync,1337,808,0.0,0.0
fedasync,1337,809,0.0,0.0
fedasync,1337,810,1.0,0.16222142113076254
fedasync,1337,811,0.0,0.0
fedasync,1337,812,0.0,0.0
fedasync,1337,813,0.0,0.0
fedasync,1337,814,0.0,0.0
fedasync,1337,815,0.0,0.0
fedasync,1337,816,0.0,0.0
fedasync,1337,817,0.0,0.0
fedasync,1337,818,0.0,0.0
fedasync,1337,819,0.0,0.0
fedasync,1337,820,1.0,0.21320071635561041
fedasync,1337,821,0.0,0.0
fedasync,1337,822,0.0,0.0
fedasync,1337,823,0.0,0.0
fedasync,1337,824,1.0,0.2182178902359924
fedasync,1337,825,0.0,0.0
fedasync,1337,826,0.0,0.0
fedasync,1337,827,0.0,0.0
fedasync,1337,828,0.0,0.0
fedasync,1337,829,1.0,0.16222142113076254
fedasync,1337,830,0.0,0.0
fedasync,1337,831,1.0,0.16666666666666666
fedasync,1337,832,0.0,0.0
fedasync,1337,833,0.0,0.0
fedasync,1337,834,0.0,0.0
fedasync,1337,835,0.0,0.0
fedasync,1337,836,0.0,0.0
fedasync,1337,837,0.0,0.0
fedasync,1337,838,0.0,0.0
fedasync,1337,839,0.0,0.0
fedasync,1337,840,0.0,0.0
fedasync,1337,841,0.0,0.0
fedasync,1337,842,0.0,0.0
fedasync,1337,843,0.0,0.0
fedasync,1337,844,0.0,0.0
fedasync,1337,845,1.0,0.2
fedasync,1337,846,0.0,0.0
fedasync,1337,847,1.0,0.1643989873053573
fedasync,1337,848,0.0,0.0
fedasync,1337,849,1.0,0.2
fedasync,1337,850,0.0,0.0
fedasync,1337,851,0.0,0.0
fedasync,1337,852,0.0,0.0
fedasync,1337,853,0.0,0.0
fedasync,1337,854,0.0,0.0
fedasync,1337,855,0.0,0.0
fedasync,1337,856,0.0,0.0
fedasync,1337,857,0.0,0.0
fedasync,1337,858,0.0,0.0
fedasync,1337,859,1.0,0.18257418583505536
fedasync,1337,860,0.0,0.0
fedasync,1337,861,0.0,0.0
fedasync,1337,862,0.0,0.0
fedasync,1337,863,0.0,0.0
fedasync,1337,864,0.0,0.0
fedasync,1337,865,0.0,0.0
fedasync,1337,866,1.0,0.24253562503633297
fedasync,1337,867,1.0,0.16666666666666666
fedasync,1337,868,0.0,0.0
fedasync,1337,869,0.0,0.0
fedasync,1337,870,1.0,0.2
fedasync,1337,871,0.0,0.0
fedasync,1337,872,0.0,0.0
fedasync,1337,873,0.0,0.0
fedasync,1337,874,0.0,0.0
fedasync,1337,875,0.0,0.0
fedasync,1337,876,0.0,0.0
fedasync,1337,877,0.0,0.0
fedasync,1337,878,0.0,0.0
fedasync,1337,879,0.0,0.0
fedasync,1337,880,0.0,0.0
fedasync,1337,881,0.0,0.0
fedasync,1337,882,0.0,0.0
fedasync,1337,883,0.0,0.0
fedasync,1337,884,0.0,0.0
fedasync,1337,885,0.0,0.0
fedasync,1337,886,1.0,0.16012815380508713
fedasync,1337,887,0.0,0.0
fedasync,1337,888,0.0,0.0
fedasync,1337,889,0.0,0.0
fedasync,1337,890,1.0,0.20412414523193154
fedasync,1337,891,0.0,0.0
fedasync,1337,892,1.0,0.17407765595569785
fedasync,1337,893,1.0,0.20851441405707477
fedasync,1337,894,1.0,0.19245008972987526
fedasync,1337,895,0.0,0.0
fedasync,1337,896,0.0,0.0
fedasync,1337,897,0.0,0.0
fedasync,1337,898,0.0,0.0
fedasync,1337,899,0.0,0.0
fedasync,1337,900,0.0,0.0
fedasync,1337,901,0.0,0.0
fedasync,1337,902,0.0,0.0
fedasync,1337,903,0.0,0.0
fedasync,1337,904,0.0,0.0
fedasync,1337,905,0.0,0.0
fedasync,1337,906,0.0,0.0
fedasync,1337,907,0.0,0.0
fedasync,1337,908,0.0,0.0
fedasync,1337,909,0.0,0.0
fedasync,1337,910,1.0,0.24253562503633297
fedasync,1337,911,0.0,0.0
fedasync,1337,912,0.0,0.0
fedasync,1337,913,0.0,0.0
fedasync,1337,914,1.0,0.20412414523193154
fedasync,1337,915,0.0,0.0
fedasync,1337,916,0.0,0.0
fedasync,1337,917,1.0,0.1796053020267749
fedasync,1337,918,0.0,0.0
fedasync,1337,919,0.0,0.0
fedasync,1337,920,0.0,0.0
fedasync,1337,921,0.0,0.0
fedasync,1337,922,0.0,0.0
fedasync,1337,923,1.0,0.1796053020267749
fedasync,1337,924,0.0,0.0
fedasync,1337,925,0.0,0.0
fedasync,1337,926,0.0,0.0
fedasync,1337,927,0.0,0.0
fedasync,1337,928,1.0,0.17149858514250882
fedasync,1337,929,0.0,0.0
fedasync,1337,930,0.0,0.0
fedasync,1337,931,0.0,0.0
fedasync,1337,932,0.0,0.0
fedasync,1337,933,1.0,0.20851441405707477
fedasync,1337,934,0.0,0.0
fedasync,1337,935,0.0,0.0
fedasync,1337,936,0.0,0.0
fedasync,1337,937,1.0,0.20851441405707477
fedasync,1337,938,0.0,0.0
fedasync,1337,939,0.0,0.0
fedasync,1337,940,0.0,0.0
fedasync,1337,941,0.0,0.0
fedasync,1337,942,0.0,0.0
fedasync,1337,943,0.0,0.0
fedasync,1337,944,0.0,0.0
fedasync,1337,945,0.0,0.0
fedasync,1337,946,0.0,0.0
fedasync,1337,947,0.0,0.0
fedasync,1337,948,0.0,0.0
fedasync,1337,949,0.0,0.0
fedasync,1337,950,1.0,0.17407765595569785
fedasync,1337,951,1.0,0.1889822365046136
fedasync,1337,952,0.0,0.0
fedasync,1337,953,0.0,0.0
fedasync,1337,954,0.0,0.0
fedasync,1337,955,1.0,0.19245008972987526
fedasync,1337,956,1.0,0.20851441405707477
fedasync,1337,957,0.0,0.0
fedasync,1337,958,0.0,0.0
fedasync,1337,959,0.0,0.0
fedasync,1337,960,0.0,0.0
fedasync,1337,961,0.0,0.0
fedasync,1337,962,0.0,0.0
fedasync,1337,963,0.0,0.0
fedasync,1337,964,1.0,0.19245008972987526
fedasync,1337,965,0.0,0.0
fedasync,1337,966,0.0,0.0
fedasync,1337,967,0.0,0.0
fedasync,1337,968,0.0,0.0
fedasync,1337,969,0.0,0.0
fedasync,1337,970,0.0,0.0
fedasync,1337,971,0.0,0.0
fedasync,1337,972,1.0,0.25
fedasync,1337,973,0.0,0.0
fedasync,1337,974,0.0,0.0
fedasync,1337,975,0.0,0.0
fedasync,1337,976,0.0,0.0
fedasync,1337,977,0.0,0.0
fedasync,1337,978,0.0,0.0
fedasync,1337,979,0.0,0.0
fedasync,1337,980,0.0,0.0
fedasync,1337,981,0.0,0.0
fedasync,1337,982,0.0,0.0
fedasync,1337,983,1.0,0.22941573387056174
fedasync,1337,984,0.0,0.0
fedasync,1337,985,1.0,0.17149858514250882
fedasync,1337,986,0.0,0.0
fedasync,1337,987,0.0,0.0
fedasync,1337,988,0.0,0.0
fedasync,1337,989,0.0,0.0
fedasync,1337,990,0.0,0.0
fedasync,1337,991,0.0,0.0
fedasync,1337,992,1.0,0.1643989873053573
fedasync,1337,993,0.0,0.0
fedasync,1337,994,0.0,0.0
fedasync,1337,995,0.0,0.0
fedasync,1337,996,1.0,0.20412414523193154
fedasync,1337,997,0.0,0.0
fedasync,1337,998,0.0,0.0
fedasync,1337,999,0.0,0.0
fedasync,1337,1000,0.0,0.0
fedasync,1337,1001,0.0,0.0
fedasync,1337,1002,1.0,0.1386750490563073
fedasync,1337,1003,0.0,0.0
fedasync,1337,1004,0.0,0.0
fedasync,1337,1005,0.0,0.0
fedasync,1337,1006,0.0,0.0
fedasync,1337,1007,0.0,0.0
fedasync,1337,1008,0.0,0.0
fedasync,1337,1009,1.0,0.19611613513818404
fedasync,1337,1010,0.0,0.0
fedasync,1337,1011,0.0,0.0
fedasync,1337,1012,0.0,0.0
fedasync,1337,1013,0.0,0.0
fedasync,1337,1014,0.0,0.0
fedasync,1337,1015,1.0,0.18257418583505536
fedasync,1337,1016,0.0,0.0
fedasync,1337,1017,0.0,0.0
fedasync,1337,1018,0.0,0.0
fedasync,1337,1019,0.0,0.0
fedasync,1337,1020,1.0,0.20412414523193154
fedasync,1337,1021,0.0,0.0
fedasync,1337,1022,0.0,0.0
fedasync,1337,1023,0.0,0.0
fedasync,1337,1024,0.0,0.0
fedasync,1337,1025,0.0,0.0
fedasync,1337,1026,0.0,0.0
fedasync,1337,1027,0.0,0.0
fedasync,1337,1028,1.0,0.16666666666666666
fedasync,1337,1029,0.0,0.0
fedasync,1337,1030,0.0,0.0
fedasync,1337,1031,1.0,0.21320071635561041
fedasync,1337,1032,0.0,0.0
fedasync,1337,1033,0.0,0.0
fedasync,1337,1034,0.0,0.0
fedasync,1337,1035,0.0,0.0
fedasync,1337,1036,0.0,0.0
fedasync,1337,1037,0.0,0.0
fedasync,1337,1038,0.0,0.0
fedasync,1337,1039,0.0,0.0
fedasync,1337,1040,0.0,0.0
fedasync,1337,1041,0.0,0.0
fedasync,1337,1042,0.0,0.0
fedasync,1337,1043,0.0,0.0
fedasync,1337,1044,0.0,0.0
fedasync,1337,1045,1.0,0.2
fedasync,1337,1046,0.0,0.0
fedasync,1337,1047,1.0,0.14907119849998599
fedasync,1337,1048,0.0,0.0
fedasync,1337,1049,0.0,0.0
fedasync,1337,1050,0.0,0.0
fedasync,1337,1051,1.0,0.16666666666666666
fedasync,1337,1052,0.0,0.0
fedasync,1337,1053,0.0,0.0
fedasync,1337,1054,0.0,0.0
fedasync,1337,1055,0.0,0.0
fedasync,1337,1056,1.0,0.1889822365046136
fedasync,1337,1057,0.0,0.0
fedasync,1337,1058,1.0,0.19245008972987526
fedasync,1337,1059,0.0,0.0
fedasync,1337,1060,0.0,0.0
fedasync,1337,1061,0.0,0.0
fedasync,1337,1062,0.0,0.0
fedasync,1337,1063,0.0,0.0
fedasync,1337,1064,0.0,0.0
fedasync,1337,1065,0.0,0.0
fedasync,1337,1066,0.0,0.0
fedasync,1337,1067,1.0,0.21320071635561041
fedasync,1337,1068,0.0,0.0
fedasync,1337,1069,0.0,0.0
fedasync,1337,1070,0.0,0.0
fedasync,1337,1071,0.0,0.0
fedasync,1337,1072,0.0,0.0
fedasync,1337,1073,0.0,0.0
fedasync,1337,1074,0.0,0.0
fedasync,1337,1075,0.0,0.0
fedasync,1337,1076,0.0,0.0
fedasync,1337,1077,0.0,0.0
fedasync,1337,1078,0.0,0.0
fedasync,1337,1079,0.0,0.0
fedasync,1337,1080,1.0,0.21320071635561041
fedasync,1337,1081,0.0,0.0
fedasync,1337,1082,0.0,0.0
fedasync,1337,1083,1.0,0.17677669529663687
fedasync,1337,1084,0.0,0.0
fedasync,1337,1085,0.0,0.0
fedasync,1337,1086,0.0,0.0
fedasync,1337,1087,0.0,0.0
fedasync,1337,1088,0.0,0.0
fedasync,1337,1089,0.0,0.0
fedasync,1337,1090,1.0,0.17149858514250882
fedasync,1337,1091,0.0,0.0
fedasync,1337,1092,1.0,0.14907119849998599
fedasync,1337,1093,0.0,0.0
fedasync,1337,1094,1.0,0.19245008972987526
fedasync,1337,1095,0.0,0.0
fedasync,1337,1096,0.0,0.0
fedasync,1337,1097,0.0,0.0
fedasync,1337,1098,0.0,0.0
fedasync,1337,1099,0.0,0.0
fedasync,1337,1100,0.0,0.0
fedasync,1337,1101,0.0,0.0
fedasync,1337,1102,0.0,0.0
fedasync,1337,1103,1.0,0.20851441405707477
fedasync,1337,1104,0.0,0.0
fedasync,1337,1105,0.0,0.0
fedasync,1337,1106,0.0,0.0
fedasync,1337,1107,0.0,0.0
fedasync,1337,1108,0.0,0.0
fedasync,1337,1109,0.0,0.0
fedasync,1337,1110,0.0,0.0
fedasync,1337,1111,0.0,0.0
fedasync,1337,1112,0.0,0.0
fedasync,1337,1113,0.0,0.0
fedasync,1337,1114,0.0,0.0
fedasync,1337,1115,0.0,0.0
fedasync,1337,1116,1.0,0.21320071635561041
fedasync,1337,1117,0.0,0.0
fedasync,1337,1118,0.0,0.0
fedasync,1337,1119,0.0,0.0
fedasync,1337,1120,1.0,0.1643989873053573
fedasync,1337,1121,0.0,0.0
fedasync,1337,1122,0.0,0.0
fedasync,1337,1123,0.0,0.0
fedasync,1337,1124,1.0,0.17149858514250882
fedasync,1337,1125,0.0,0.0
fedasync,1337,1126,0.0,0.0
fedasync,1337,1127,0.0,0.0
fedasync,1337,1128,1.0,0.2
fedasync,1337,1129,0.0,0.0
fedasync,1337,1130,0.0,0.0
fedasync,1337,1131,0.0,0.0
fedasync,1337,1132,0.0,0.0
fedasync,1337,1133,1.0,0.24253562503633297
fedasync,1337,1134,0.0,0.0
fedasync,1337,1135,0.0,0.0
fedasync,1337,1136,0.0,0.0
fedasync,1337,1137,0.0,0.0
fedasync,1337,1138,0.0,0.0
fedasync,1337,1139,0.0,0.0
fedasync,1337,1140,1.0,0.14433756729740646
fedasync,1337,1141,0.0,0.0
fedasync,1337,1142,0.0,0.0
fedasync,1337,1143,0.0,0.0
fedasync,1337,1144,0.0,0.0
fedasync,1337,1145,0.0,0.0
fedasync,1337,1146,0.0,0.0
fedasync,1337,1147,1.0,0.22941573387056174
fedasync,1337,1148,0.0,0.0
fedasync,1337,1149,0.0,0.0
fedasync,1337,1150,0.0,0.0
fedasync,1337,1151,0.0,0.0
fedasync,1337,1152,1.0,0.1889822365046136
fedasync,1337,1153,0.0,0.0
fedasync,1337,1154,0.0,0.0
fedasync,1337,1155,1.0,0.21320071635561041
fedasync,1337,1156,0.0,0.0
fedasync,1337,1157,0.0,0.0
fedasync,1337,1158,0.0,0.0
fedasync,1337,1159,0.0,0.0
fedasync,1337,1160,1.0,0.15811388300841897
fedasync,1337,1161,0.0,0.0
fedasync,1337,1162,0.0,0.0
fedasync,1337,1163,0.0,0.0
fedasync,1337,1164,0.0,0.0
fedasync,1337,1165,0.0,0.0
fedasync,1337,1166,0.0,0.0
fedasync,1337,1167,0.0,0.0
fedasync,1337,1168,1.0,0.2182178902359924
fedasync,1337,1169,0.0,0.0
fedasync,1337,1170,0.0,0.0
fedasync,1337,1171,0.0,0.0
fedasync,1337,1172,0.0,0.0
fedasync,1337,1173,0.0,0.0
fedasync,1337,1174,0.0,0.0
fedasync,1337,1175,0.0,0.0
fedasync,1337,1176,0.0,0.0
fedasync,1337,1177,1.0,0.21320071635561041
fedasync,1337,1178,0.0,0.0
fedasync,1337,1179,0.0,0.0
fedasync,1337,1180,0.0,0.0
fedasync,1337,1181,1.0,0.18569533817705186
fedasync,1337,1182,0.0,0.0
fedasync,1337,1183,1.0,0.2581988897471611
fedasync,1337,1184,0.0,0.0
fedasync,1337,1185,0.0,0.0
fedasync,1337,1186,0.0,0.0
fedasync,1337,1187,0.0,0.0
fedasync,1337,1188,0.0,0.0
fedasync,1337,1189,0.0,0.0
fedasync,1337,1190,1.0,0.1414213562373095
fedasync,1337,1191,0.0,0.0
fedasync,1337,1192,0.0,0.0
fedasync,1337,1193,0.0,0.0
fedasync,1337,1194,0.0,0.0
fedasync,1337,1195,1.0,0.23570226039551587
fedasync,1337,1196,0.0,0.0
fedasync,1337,1197,0.0,0.0
fedasync,1337,1198,0.0,0.0
fedasync,1337,1199,1.0,0.16012815380508713
fedasync,1337,1200,0.0,0.0
fedasync,1337,1201,0.0,0.0
fedasync,1337,1202,0.0,0.0
fedasync,1337,1203,0.0,0.0
fedasync,1337,1204,0.0,0.0
fedasync,1337,1205,0.0,0.0
fedasync,1337,1206,0.0,0.0
fedasync,1337,1207,0.0,0.0
fedasync,1337,1208,0.0,0.0
fedasync,1337,1209,0.0,0.0
fedasync,1337,1210,1.0,0.19245008972987526
fedasync,1337,1211,1.0,0.25
fedasync,1337,1212,0.0,0.0
fedasync,1337,1213,0.0,0.0
fedasync,1337,1214,0.0,0.0
fedasync,1337,1215,0.0,0.0
fedasync,1337,1216,0.0,0.0
fedasync,1337,1217,0.0,0.0
fedasync,1337,1218,0.0,0.0
fedasync,1337,1219,0.0,0.0
fedasync,1337,1220,0.0,0.0
fedasync,1337,1221,0.0,0.0
fedasync,1337,1222,1.0,0.15617376188860607
fedasync,1337,1223,0.0,0.0
fedasync,1337,1224,1.0,0.17149858514250882
fedasync,1337,1225,1.0,0.19611613513818404
fedasync,1337,1226,0.0,0.0
fedasync,1337,1227,0.0,0.0
fedasync,1337,1228,0.0,0.0
fedasync,1337,1229,0.0,0.0
fedasync,1337,1230,0.0,0.0
fedasync,1337,1231,0.0,0.0
fedasync,1337,1232,0.0,0.0
fedasync,1337,1233,0.0,0.0
fedasync,1337,1234,1.0,0.20851441405707477
fedasync,1337,1235,0.0,0.0
fedasync,1337,1236,0.0,0.0
fedasync,1337,1237,1.0,0.19245008972987526
fedasync,1337,1238,0.0,0.0
fedasync,1337,1239,0.0,0.0
fedasync,1337,1240,0.0,0.0
fedasync,1337,1241,0.0,0.0
fedasync,1337,1242,0.0,0.0
fedasync,1337,1243,0.0,0.0
fedasync,1337,1244,0.0,0.0
fedasync,1337,1245,0.0,0.0
fedasync,1337,1246,0.0,0.0
fedasync,1337,1247,0.0,0.0
fedasync,1337,1248,0.0,0.0
fedasync,1337,1249,0.0,0.0
fedasync,1337,1250,1.0,0.2773500981126146
fedasync,1337,1251,0.0,0.0
fedasync,1337,1252,0.0,0.0
fedasync,1337,1253,1.0,0.1889822365046136
fedasync,1337,1254,0.0,0.0
fedasync,1337,1255,1.0,0.1796053020267749
fedasync,1337,1256,0.0,0.0
fedasync,1337,1257,0.0,0.0
fedasync,1337,1258,1.0,0.16666666666666666
fedasync,1337,1259,0.0,0.0
fedasync,1337,1260,0.0,0.0
fedasync,1337,1261,0.0,0.0
fedasync,1337,1262,0.0,0.0
fedasync,1337,1263,0.0,0.0
fedasync,1337,1264,1.0,0.18257418583505536
fedasync,1337,1265,0.0,0.0
fedasync,1337,1266,0.0,0.0
fedasync,1337,1267,0.0,0.0
fedasync,1337,1268,0.0,0.0
fedasync,1337,1269,0.0,0.0
fedasync,1337,1270,0.0,0.0
fedasync,1337,1271,0.0,0.0
fedasync,1337,1272,0.0,0.0
fedasync,1337,1273,0.0,0.0
fedasync,1337,1274,0.0,0.0
fedasync,1337,1275,0.0,0.0
fedasync,1337,1276,1.0,0.19611613513818404
fedasync,1337,1277,0.0,0.0
fedasync,1337,1278,0.0,0.0
fedasync,1337,1279,0.0,0.0
fedasync,1337,1280,0.0,0.0
fedasync,1337,1281,0.0,0.0
fedasync,1337,1282,0.0,0.0
fedasync,1337,1283,1.0,0.2
fedasync,1337,1284,0.0,0.0
fedasync,1337,1285,0.0,0.0
fedasync,1337,1286,0.0,0.0
fedasync,1337,1287,0.0,0.0
fedasync,1337,1288,1.0,0.1690308509457033
fedasync,1337,1289,0.0,0.0
fedasync,1337,1290,1.0,0.19611613513818404
fedasync,1337,1291,0.0,0.0
fedasync,1337,1292,0.0,0.0
fedasync,1337,1293,0.0,0.0
fedasync,1337,1294,0.0,0.0
fedasync,1337,1295,0.0,0.0
fedasync,1337,1296,0.0,0.0
fedasync,1337,1297,0.0,0.0
fedasync,1337,1298,1.0,0.21320071635561041
fedasync,1337,1299,0.0,0.0
fedasync,1337,1300,1.0,0.14907119849998599
fedasync,1337,1301,0.0,0.0
fedasync,1337,1302,0.0,0.0
fedasync,1337,1303,0.0,0.0
fedasync,1337,1304,0.0,0.0
fedasync,1337,1305,0.0,0.0
fedasync,1337,1306,0.0,0.0
fedasync,1337,1307,0.0,0.0
fedasync,1337,1308,0.0,0.0
fedasync,1337,1309,0.0,0.0
fedasync,1337,1310,0.0,0.0
fedasync,1337,1311,0.0,0.0
fedasync,1337,1312,0.0,0.0
fedasync,1337,1313,1.0,0.2
fedasync,1337,1314,0.0,0.0
fedasync,1337,1315,0.0,0.0
fedasync,1337,1316,0.0,0.0
fedasync,1337,1317,1.0,0.17149858514250882
fedasync,1337,1318,1.0,0.1889822365046136
fedasync,1337,1319,0.0,0.0
fedasync,1337,1320,1.0,0.21320071635561041
fedasync,1337,1321,0.0,0.0
fedasync,1337,1322,0.0,0.0
fedasync,1337,1323,0.0,0.0
fedasync,1337,1324,0.0,0.0
fedasync,1337,1325,0.0,0.0
fedasync,1337,1326,0.0,0.0
fedasync,1337,1327,0.0,0.0
fedasync,1337,1328,0.0,0.0
fedasync,1337,1329,0.0,0.0
fedasync,1337,1330,0.0,0.0
fedasync,1337,1331,0.0,0.0
fedasync,1337,1332,0.0,0.0
fedasync,1337,1333,0.0,0.0
fedasync,1337,1334,0.0,0.0
fedasync,1337,1335,0.0,0.0
fedasync,1337,1336,0.0,0.0
fedasync,1337,1337,0.0,0.0
fedasync,1337,1338,1.0,0.22360679774997896
fedasync,1337,1339,0.0,0.0
fedasync,1337,1340,0.0,0.0
fedasync,1337,1341,0.0,0.0
fedasync,1337,1342,0.0,0.0
fedasync,1337,1343,1.0,0.19611613513818404
fedasync,1337,1344,0.0,0.0
fedasync,1337,1345,1.0,0.2
fedasync,1337,1346,0.0,0.0
fedasync,1337,1347,1.0,0.14586499149789456
fedasync,1337,1348,0.0,0.0
fedasync,1337,1349,0.0,0.0
fedasync,1337,1350,1.0,0.1643989873053573
fedasync,1337,1351,0.0,0.0
fedasync,1337,1352,0.0,0.0
fedasync,1337,1353,0.0,0.0
fedasync,1337,1354,0.0,0.0
fedasync,1337,1355,0.0,0.0
fedasync,1337,1356,0.0,0.0
fedasync,1337,1357,0.0,0.0
fedasync,1337,1358,1.0,0.22360679774997896
fedasync,1337,1359,0.0,0.0
fedasync,1337,1360,0.0,0.0
fedasync,1337,1361,0.0,0.0
fedasync,1337,1362,1.0,0.24253562503633297
fedasync,1337,1363,0.0,0.0
fedasync,1337,1364,0.0,0.0
fedasync,1337,1365,0.0,0.0
fedasync,1337,1366,0.0,0.0
fedasync,1337,1367,0.0,0.0
fedasync,1337,1368,0.0,0.0
fedasync,1337,1369,0.0,0.0
fedasync,1337,1370,0.0,0.0
fedasync,1337,1371,0.0,0.0
fedasync,1337,1372,0.0,0.0
fedasync,1337,1373,0.0,0.0
fedasync,1337,1374,1.0,0.1796053020267749
fedasync,1337,1375,0.0,0.0
fedasync,1337,1376,0.0,0.0
fedasync,1337,1377,0.0,0.0
fedasync,1337,1378,1.0,0.22360679774997896
fedasync,1337,1379,0.0,0.0
fedasync,1337,1380,0.0,0.0
fedasync,1337,1381,0.0,0.0
fedasync,1337,1382,0.0,0.0
fedasync,1337,1383,0.0,0.0
fedasync,1337,1384,1.0,0.21320071635561041
fedasync,1337,1385,0.0,0.0
fedasync,1337,1386,1.0,0.16666666666666666
fedasync,1337,1387,0.0,0.0
fedasync,1337,1388,0.0,0.0
fedasync,1337,1389,0.0,0.0
fedasync,1337,1390,1.0,0.15249857033260467
fedasync,1337,1391,0.0,0.0
fedasync,1337,1392,0.0,0.0
fedasync,1337,1393,0.0,0.0
fedasync,1337,1394,0.0,0.0
fedasync,1337,1395,0.0,0.0
fedasync,1337,1396,0.0,0.0
fedasync,1337,1397,1.0,0.22941573387056174
fedasync,1337,1398,0.0,0.0
fedasync,1337,1399,0.0,0.0
fedasync,1337,1400,0.0,0.0
fedasync,1337,1401,0.0,0.0
fedasync,1337,1402,0.0,0.0
fedasync,1337,1403,0.0,0.0
fedasync,1337,1404,0.0,0.0
fedasync,1337,1405,1.0,0.1796053020267749
fedasync,1337,1406,0.0,0.0
fedasync,1337,1407,0.0,0.0
fedasync,1337,1408,1.0,0.20412414523193154
fedasync,1337,1409,0.0,0.0
fedasync,1337,1410,0.0,0.0
fedasync,1337,1411,0.0,0.0
fedasync,1337,1412,0.0,0.0
fedasync,1337,1413,1.0,0.25
fedasync,1337,1414,0.0,0.0
fedasync,1337,1415,0.0,0.0
fedasync,1337,1416,0.0,0.0
fedasync,1337,1417,0.0,0.0
fedasync,1337,1418,0.0,0.0
fedasync,1337,1419,0.0,0.0
fedasync,1337,1420,0.0,0.0
fedasync,1337,1421,1.0,0.1690308509457033
fedasync,1337,1422,1.0,0.2672612419124244
fedasync,1337,1423,0.0,0.0
fedasync,1337,1424,0.0,0.0
fedasync,1337,1425,0.0,0.0
fedasync,1337,1426,0.0,0.0
fedasync,1337,1427,0.0,0.0
fedasync,1337,1428,0.0,0.0
fedasync,1337,1429,0.0,0.0
fedasync,1337,1430,0.0,0.0
fedasync,1337,1431,0.0,0.0
fedasync,1337,1432,0.0,0.0
fedasync,1337,1433,0.0,0.0
fedasync,1337,1434,0.0,0.0
fedasync,1337,1435,0.0,0.0
fedasync,1337,1436,1.0,0.20851441405707477
fedasync,1337,1437,0.0,0.0
fedasync,1337,1438,0.0,0.0
fedasync,1337,1439,1.0,0.17149858514250882
fedasync,1337,1440,0.0,0.0
fedasync,1337,1441,0.0,0.0
fedasync,1337,1442,1.0,0.1386750490563073
fedasync,1337,1443,1.0,0.2182178902359924
fedasync,1337,1444,0.0,0.0
fedasync,1337,1445,0.0,0.0
fedasync,1337,1446,0.0,0.0
fedasync,1337,1447,0.0,0.0
fedasync,1337,1448,0.0,0.0
fedasync,1337,1449,0.0,0.0
fedasync,1337,1450,0.0,0.0
fedasync,1337,1451,0.0,0.0
fedasync,1337,1452,0.0,0.0
fedasync,1337,1453,1.0,0.17677669529663687
fedasync,1337,1454,0.0,0.0
fedasync,1337,1455,0.0,0.0
fedasync,1337,1456,0.0,0.0
