case,seed,run_id,wall_clock_s,wall_clock_min,server_round,eval_acc
D,1338,pmkh74e7,3551.446035573,59.19076725954999,16,0.6207
D,1338,pmkh74e7,3669.25161376,61.15419356266667,17,0.6311
D,1338,pmkh74e7,3786.932288928,63.115538148800006,18,0.6461
D,1338,pmkh74e7,3907.638044491,65.12730074151666,19,0.6507
D,1338,pmkh74e7,4025.381472427,67.08969120711667,20,0.6445
D,1339,pdc8ren0,893.534948025,14.89224913375,,0.0887
D,1339,pdc8ren0,2178.223832127,36.30373053545,1,0.2562
D,1339,pdc8ren0,2297.159534022,38.2859922337,2,0.3486
D,1339,pdc8ren0,2414.967544403,40.249459073383335,3,0.3923
D,1339,pdc8ren0,2531.971745812,42.19952909686666,4,0.4284
D,1339,pdc8ren0,2651.01230699,44.183538449833335,5,0.4618
D,1339,pdc8ren0,2766.915598549,46.11525997581667,6,0.4829
D,1339,pdc8ren0,2884.742739581,48.07904565968333,7,0.5006
D,1339,pdc8ren0,3002.592622817,50.043210380283334,8,0.5137
D,1339,pdc8ren0,3120.379036256,52.00631727093333,9,0.5309
D,1339,pdc8ren0,3239.204261303,53.98673768838333,10,0.538
D,1339,pdc8ren0,3358.080044161,55.96800073601666,11,0.5424
D,1339,pdc8ren0,3473.986962401,57.89978270668333,12,0.5542
D,1339,pdc8ren0,3592.015933434,59.8669322239,13,0.5565
D,1339,pdc8ren0,3710.982620132,61.84971033553334,14,0.5595
D,1339,pdc8ren0,3828.769274829,63.812821247150005,15,0.564
D,1339,pdc8ren0,3946.757434606,65.77929057676667,16,0.56
D,1339,pdc8ren0,4064.608477969,67.74347463281667,17,0.5662
D,1339,pdc8ren0,4183.652579477,69.72754299128333,18,0.5866
D,1339,pdc8ren0,4300.426430837,71.67377384728334,19,0.5875
D,1339,pdc8ren0,4418.253339999,73.63755566665,20,0.5943
E,1337,cxrzamhs,73.234987201,1.2205831200166666,,0.1081
E,1337,cxrzamhs,532.142636766,8.8690439461,1,0.2876
E,1337,cxrzamhs,940.100810751,15.668346845850001,2,0.4048
E,1337,cxrzamhs,1346.053977521,22.43423295868333,3,0.4353
E,1337,cxrzamhs,1752.087061006,29.20145101676667,4,0.4909
E,1337,cxrzamhs,2157.287116244,35.95478527073333,5,0.5271
E,1337,cxrzamhs,2565.401912478,42.756698541300004,6,0.5529
E,1337,cxrzamhs,2975.492948258,49.591549137633336,7,0.5749
E,1337,cxrzamhs,3378.459464866,56.30765774776667,8,0.5927
E,1337,cxrzamhs,3787.28026468,63.12133774466667,9,0.6044
E,1337,cxrzamhs,4194.076308282,69.9012718047,10,0.6162
E,1337,cxrzamhs,4600.160517248,76.66934195413334,11,0.6249
