regime,topology,method,x,n,eval_acc_mean,eval_acc_std
noniid,all_rpi5,fedbuff,150.0,3,0.4385666666666667,0.00882855216518165
noniid,all_rpi5,fedbuff,160.0,3,0.43515,0.00858035547049191
noniid,all_rpi5,fedbuff,170.0,3,0.444,0.019019726601610252
noniid,all_rpi5,fedbuff,180.0,3,0.4482333333333333,0.012073662796903573
noniid,all_rpi5,fedbuff,190.0,3,0.4530666666666667,0.009707900562600189
noniid,all_rpi5,fedbuff,200.0,3,0.44849999999999995,0.025202380839912726
noniid,all_rpi5,fedbuff,210.0,3,0.45015,0.01437610865290046
noniid,all_rpi5,fedbuff,220.0,3,0.458,0.003143246729100321
noniid,all_rpi5,fedbuff,230.0,3,0.46251333333333333,0.004962109766352754
noniid,all_rpi5,fedbuff,240.0,3,0.46769333333333335,0.006294293712032617
noniid,all_rpi5,fedbuff,250.0,3,0.4771733333333333,0.009489158726322004
noniid,all_rpi5,fedbuff,260.0,3,0.47842,0.007203693497088827
noniid,all_rpi5,fedbuff,270.0,3,0.4745333333333333,0.00130511813003012
noniid,all_rpi5,fedbuff,280.0,3,0.4769666666666666,0.004909514572066508
noniid,all_rpi5,fedbuff,290.0,3,0.4954,0.011177208953938391
noniid,all_rpi5,fedbuff,300.0,3,0.4895333333333333,0.010682852303263076
noniid,all_rpi5,fedbuff,310.0,3,0.49196666666666666,0.01255322003843371
noniid,all_rpi5,fedbuff,320.0,3,0.49321666666666664,0.009767079058415208
noniid,all_rpi5,fedbuff,330.0,3,0.49700000000000005,0.009974467404327872
noniid,all_rpi5,fedbuff,340.0,3,0.4969333333333333,0.009266246992894855
noniid,all_rpi5,fedbuff,350.0,3,0.4963666666666667,0.012955436439322801
noniid,all_rpi5,fedbuff,360.0,3,0.4993666666666667,0.021072335735113305
noniid,all_rpi5,fedbuff,370.0,3,0.49628333333333335,0.025945246835082047
noniid,all_rpi5,fedbuff,380.0,3,0.494,0.03844463551654507
noniid,all_rpi5,fedbuff,390.0,3,0.4987,0.025899999999999968
noniid,all_rpi5,fedbuff,400.0,3,0.5086333333333334,0.029050702802743536
noniid,all_rpi5,fedbuff,410.0,3,0.514,0.02347743597584708
noniid,all_rpi5,fedbuff,420.0,3,0.5148666666666667,0.020869674969518193
noniid,all_rpi5,fedbuff,430.0,3,0.5183666666666666,0.019257292990795285
noniid,all_rpi5,fedbuff,440.0,3,0.5151,0.014211614968046392
noniid,all_rpi5,fedbuff,450.0,3,0.52185,0.015910609667765762
noniid,all_rpi5,fedbuff,460.0,3,0.5218666666666666,0.016440600151251563
noniid,all_rpi5,fedbuff,470.0,3,0.5309,0.013788400922514519
noniid,all_rpi5,fedbuff,480.0,3,0.5333,0.013451022265984073
noniid,all_rpi5,fedbuff,490.0,3,0.5378,0.012179080425056712
noniid,all_rpi5,fedbuff,500.0,3,0.5408000000000001,0.018189007669468925
noniid,all_rpi5,fedbuff,510.0,3,0.5393333333333333,0.013108139964668265
noniid,all_rpi5,fedbuff,520.0,3,0.5418333333333334,0.017457472134685854
noniid,all_rpi5,fedbuff,530.0,3,0.5390333333333333,0.015860748195887016
noniid,all_rpi5,fedbuff,540.0,3,0.5368666666666666,0.021522391440853727
noniid,all_rpi5,fedbuff,550.0,3,0.5395333333333333,0.018957144651379695
noniid,all_rpi5,fedbuff,560.0,3,0.5393666666666667,0.01607492871938572
noniid,all_rpi5,fedbuff,570.0,3,0.5378333333333334,0.01853707995703024
noniid,all_rpi5,fedbuff,580.0,3,0.54105,0.02143181046948671
noniid,all_rpi5,fedbuff,590.0,3,0.5435,0.018565559512172
noniid,all_rpi5,fedbuff,600.0,3,0.5504444444444445,0.017110404025794543
noniid,all_rpi5,fedbuff,610.0,3,0.5544888888888889,0.013518149665186097
noniid,all_rpi5,fedbuff,620.0,3,0.5601333333333334,0.012313542680046802
noniid,all_rpi5,fedbuff,630.0,3,0.5610111111111111,0.014567899769826264
noniid,all_rpi5,fedbuff,640.0,3,0.5621555555555555,0.015628689194104744
noniid,all_rpi5,fedbuff,650.0,3,0.5618,0.019150718002205604
noniid,all_rpi5,fedbuff,660.0,3,0.5583833333333333,0.01950796845735954
noniid,all_rpi5,fedbuff,670.0,3,0.5573666666666667,0.01894316059514184
noniid,all_rpi5,fedbuff,680.0,3,0.5523166666666667,0.011386651541754195
noniid,all_rpi5,fedbuff,690.0,3,0.5524333333333333,0.01434724131438975
noniid,all_rpi5,fedbuff,700.0,3,0.5482666666666667,0.01855622087962239
noniid,all_rpi5,fedbuff,710.0,3,0.5658666666666666,0.012718621518597583
noniid,all_rpi5,fedbuff,720.0,3,0.5730333333333334,0.01607244017980261
noniid,all_rpi5,fedbuff,730.0,3,0.5737,0.01788071586933812
noniid,all_rpi5,fedbuff,740.0,3,0.5716666666666667,0.01797952539232705
noniid,all_rpi5,fedbuff,750.0,3,0.5726777777777777,0.006951365440075902
noniid,all_rpi5,fedbuff,760.0,3,0.5713555555555555,0.006936564418062144
noniid,all_rpi5,fedbuff,770.0,3,0.5738666666666666,0.0024704925284917112
noniid,all_rpi5,fedbuff,780.0,3,0.5749333333333334,0.004125934237640402
noniid,all_rpi5,fedbuff,790.0,3,0.5727333333333333,0.0048644972333564945
noniid,all_rpi5,fedbuff,800.0,3,0.5693,0.010595753866525988
noniid,all_rpi5,fedbuff,810.0,3,0.5663666666666667,0.014021531062381626
noniid,all_rpi5,fedbuff,820.0,3,0.5670666666666667,0.007508217720160601
noniid,all_rpi5,fedbuff,830.0,3,0.5669333333333333,0.006050068870131425
noniid,all_rpi5,fedbuff,840.0,3,0.5773,0.004582575694955905
noniid,all_rpi5,fedbuff,850.0,3,0.5815,0.0032924155266308873
noniid,all_rpi5,fedbuff,860.0,3,0.5845666666666666,0.0019655363983740897
noniid,all_rpi5,fedbuff,870.0,3,0.5853833333333333,0.005425019201194912
noniid,all_rpi5,fedbuff,880.0,3,0.5814666666666667,0.010416013312843527
noniid,all_rpi5,fedbuff,890.0,3,0.5823666666666667,0.01199763865655796
noniid,all_rpi5,fedbuff,900.0,3,0.5839166666666666,0.011659152341973
noniid,all_rpi5,fedbuff,910.0,3,0.5878333333333333,0.010127849393298326
noniid,all_rpi5,fedbuff,920.0,3,0.5870166666666666,0.012971732086862335
noniid,all_rpi5,fedbuff,930.0,3,0.5861666666666667,0.013139381010281033
noniid,all_rpi5,fedbuff,940.0,3,0.5866333333333333,0.02080488724634994
noniid,all_rpi5,fedbuff,950.0,3,0.5841,0.015869152466341765
noniid,all_rpi5,fedbuff,960.0,3,0.5850333333333334,0.013609677929081705
noniid,all_rpi5,fedbuff,970.0,3,0.5879666666666666,0.01281574552389888
noniid,all_rpi5,fedbuff,980.0,3,0.5929333333333333,0.010286560811725796
noniid,all_rpi5,fedbuff,990.0,3,0.5943666666666667,0.0074069786912974184
noniid,all_rpi5,fedbuff,1000.0,3,0.5926333333333333,0.009600173609541341
noniid,all_rpi5,fedstaleweight,10.0,3,0.2736,0.020687194106499808
noniid,all_rpi5,fedstaleweight,20.0,3,0.25953333333333334,0.009765415164412277
noniid,all_rpi5,fedstaleweight,30.0,3,0.2699333333333333,0.02924762098587393
noniid,all_rpi5,fedstaleweight,40.0,3,0.30183333333333334,0.010789501069712798
noniid,all_rpi5,fedstaleweight,50.0,3,0.3158666666666667,0.012724909953839895
noniid,all_rpi5,fedstaleweight,60.0,3,0.36260000000000003,0.01745021489839021
noniid,all_rpi5,fedstaleweight,70.0,3,0.4099,0.018537259775921574
noniid,all_rpi5,fedstaleweight,80.0,3,0.4176666666666667,0.010502539375471702
noniid,all_rpi5,fedstaleweight,90.0,3,0.42523333333333335,0.02503604068804276
noniid,all_rpi5,fedstaleweight,100.0,3,0.42586666666666667,0.019250021645009465
noniid,all_rpi5,fedstaleweight,110.0,3,0.42156666666666665,0.01848684216769681
noniid,all_rpi5,fedstaleweight,120.0,3,0.4036,0.014346776641462005
noniid,all_rpi5,fedstaleweight,130.0,3,0.41326666666666667,0.03544366421990443
noniid,all_rpi5,fedstaleweight,140.0,3,0.40680000000000005,0.0034828149534535937
noniid,all_rpi5,fedstaleweight,150.0,3,0.4584,0.016845474169639763
noniid,all_rpi5,fedstaleweight,160.0,3,0.4774333333333334,0.014242307865417496
noniid,all_rpi5,fedstaleweight,170.0,3,0.4895333333333333,0.01473578410989158
noniid,all_rpi5,fedstaleweight,180.0,3,0.48773333333333335,0.0075639495855891045
noniid,all_rpi5,fedstaleweight,190.0,3,0.4592333333333333,0.014380658306674756
noniid,all_rpi5,fedstaleweight,200.0,3,0.4779,0.011609048195265636
noniid,all_rpi5,fedstaleweight,210.0,3,0.4679,0.0174576630738481
noniid,all_rpi5,fedstaleweight,220.0,3,0.4767666666666666,0.015027419383691043
noniid,all_rpi5,fedstaleweight,230.0,3,0.48743333333333333,0.004206344414492639
noniid,all_rpi5,fedstaleweight,240.0,3,0.5011666666666666,0.01605750084332343
noniid,all_rpi5,fedstaleweight,250.0,3,0.5058333333333334,0.012259825991152303
noniid,all_rpi5,fedstaleweight,260.0,3,0.5024000000000001,0.013450278807519207
noniid,all_rpi5,fedstaleweight,270.0,3,0.5111,0.017015581094984668
noniid,all_rpi5,fedstaleweight,280.0,3,0.5045666666666667,0.009329701674401655
noniid,all_rpi5,fedstaleweight,290.0,3,0.5082,0.014182030884185827
noniid,all_rpi5,fedstaleweight,300.0,3,0.5156999999999999,0.011153026495081946
noniid,all_rpi5,fedstaleweight,310.0,3,0.5265,0.013952419145080178
noniid,all_rpi5,fedstaleweight,320.0,3,0.5246,0.013727344972717742
noniid,all_rpi5,fedstaleweight,330.0,3,0.5317666666666666,0.020384389452061943
noniid,all_rpi5,fedstaleweight,340.0,3,0.5311,0.023021946051539618
noniid,all_rpi5,fedstaleweight,350.0,3,0.5379666666666667,0.013052330570949145
noniid,all_rpi5,fedstaleweight,360.0,3,0.5237666666666666,0.01372455220884575
noniid,all_rpi5,fedstaleweight,370.0,3,0.5374,0.009279547402756272
noniid,all_rpi5,fedstaleweight,380.0,3,0.5315,0.010021975853094063
noniid,all_rpi5,fedstaleweight,390.0,3,0.5423333333333333,0.009009069504301368
noniid,all_rpi5,fedstaleweight,400.0,3,0.5413,0.007365459931328105
noniid,all_rpi5,fedstaleweight,410.0,3,0.5478666666666666,0.015028417525918481
noniid,all_rpi5,fedstaleweight,420.0,3,0.5435,0.017778920102188404
noniid,all_rpi5,fedstaleweight,430.0,3,0.5598333333333333,0.02655227548315462
noniid,all_rpi5,fedstaleweight,440.0,3,0.5654666666666667,0.024348374346829307
noniid,all_rpi5,fedstaleweight,450.0,3,0.5685333333333333,0.004113797920818826
noniid,all_rpi5,fedstaleweight,460.0,3,0.5652333333333334,0.011568203548232282
noniid,all_rpi5,fedstaleweight,470.0,3,0.5545,0.011107204868912795
noniid,all_rpi5,fedstaleweight,480.0,3,0.5529000000000001,0.0112334322448662
noniid,all_rpi5,fedstaleweight,490.0,3,0.5577,0.004603259714593538
noniid,all_rpi5,fedstaleweight,500.0,3,0.5555333333333333,0.00820386087969151
noniid,all_rpi5,fedstaleweight,510.0,3,0.5712,0.018355108280802914
noniid,all_rpi5,fedstaleweight,520.0,3,0.5769666666666667,0.007751343969488977
noniid,all_rpi5,fedstaleweight,530.0,3,0.5900333333333333,0.012825495442022227
noniid,all_rpi5,fedstaleweight,540.0,3,0.5883333333333334,0.011632855768612171
noniid,all_rpi5,fedstaleweight,550.0,3,0.5838666666666666,0.01785002334265517
noniid,all_rpi5,fedstaleweight,560.0,3,0.5801333333333333,0.019542347180759378
noniid,all_rpi5,fedstaleweight,570.0,3,0.5848,0.014740081410901384
noniid,all_rpi5,fedstaleweight,580.0,3,0.5768333333333334,0.022613565250383088
noniid,all_rpi5,fedstaleweight,590.0,3,0.5769333333333333,0.021664333207678785
