pair,method,seed,mix,avg_params,train_duration_s,score,run_id,created_at
pair_a_e,fiarse,1338,"0:1,1:1,2:1,3:1,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",150794.0,27.292490673589057,0.6714,m8pmij3x,2026-04-18T18:28:25Z
pair_a_e,fiarse,1339,"0:1,1:1,2:1,3:1,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",150794.0,27.284405902639264,0.6599,fbw6nx4i,2026-04-19T19:12:21Z
pair_a_e,fiarse,1337,"0:1,1:1,2:1,3:1,4:1,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",188042.0,27.306061285571197,0.682,juxqggm2,2026-04-17T18:21:28Z
pair_a_e,fiarse,1338,"0:1,1:1,2:1,3:1,4:1,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",188042.0,27.419810154271545,0.6707,82ghrlaq,2026-04-18T19:44:54Z
pair_a_e,fiarse,1339,"0:1,1:1,2:1,3:1,4:1,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",188042.0,27.29723528517643,0.6685,og6uf8k0,2026-04-19T20:29:16Z
pair_a_e,fiarse,1337,"0:1,1:1,2:1,3:1,4:1,5:1,6:0.0625,7:0.0625,8:0.0625,9:0.0625",225290.0,27.27280099230702,0.6834,co7vtbly,2026-04-17T19:38:17Z
pair_a_e,fiarse,1338,"0:1,1:1,2:1,3:1,4:1,5:1,6:0.0625,7:0.0625,8:0.0625,9:0.0625",225290.0,27.313627390220063,0.6761,iee17olm,2026-04-18T21:02:07Z
pair_a_e,fiarse,1339,"0:1,1:1,2:1,3:1,4:1,5:1,6:0.0625,7:0.0625,8:0.0625,9:0.0625",225290.0,27.2692622233124,0.6709,48f3uddj,2026-04-19T21:46:22Z
pair_a_e,fiarse,1337,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:0.0625,8:0.0625,9:0.0625",262538.0,27.32552530959365,0.6859,1ikrmdcv,2026-04-17T20:56:33Z
pair_a_e,fiarse,1338,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:0.0625,8:0.0625,9:0.0625",262538.0,27.24277620140929,0.6771,w7vhu8yv,2026-04-18T22:18:55Z
pair_a_e,fiarse,1339,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:0.0625,8:0.0625,9:0.0625",262538.0,27.421392034646125,0.6733,jg0fwx10,2026-04-19T23:03:47Z
pair_a_e,fiarse,1337,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:1,8:0.0625,9:0.0625",299786.0,27.280260354367783,0.6847,pemybpa5,2026-04-17T22:15:19Z
pair_a_e,fiarse,1338,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:1,8:0.0625,9:0.0625",299786.0,27.292826864897503,0.6787,2ar4qtcx,2026-04-18T23:36:16Z
pair_a_e,fiarse,1339,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:1,8:0.0625,9:0.0625",299786.0,27.40038425573148,0.6758,mslg85e3,2026-04-20T00:20:42Z
pair_a_e,fiarse,1337,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:1,8:1,9:0.0625",337034.0,27.321842839830783,0.6843,3tol4r8y,2026-04-17T23:32:48Z
pair_a_e,fiarse,1338,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:1,8:1,9:0.0625",337034.0,27.31452972656116,0.6788,b657z54e,2026-04-19T00:58:48Z
pair_a_e,fiarse,1339,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:1,8:1,9:0.0625",337034.0,27.285834105173127,0.68,1kw8wr1f,2026-04-20T01:39:01Z
pair_a_e,heterofl,1337,"0:1,1:0.0625,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",39050.0,6.0218922083906365,0.542,gjo16go5,2026-04-17T12:18:26Z
pair_a_e,heterofl,1338,"0:1,1:0.0625,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",39050.0,5.968562090775231,0.5679,rim6hrda,2026-04-18T13:49:29Z
pair_a_e,heterofl,1339,"0:1,1:0.0625,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",39050.0,5.9798693873453885,0.5635,8p4xjjpm,2026-04-20T02:05:23Z
pair_a_e,heterofl,1337,"0:1,1:1,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",76298.0,8.187643317051698,0.638,8sk5xh65,2026-04-17T13:39:55Z
pair_a_e,heterofl,1338,"0:1,1:1,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",76298.0,8.18960413809982,0.6405,k6l2653a,2026-04-18T15:05:01Z
pair_a_e,heterofl,1339,"0:1,1:1,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",76298.0,8.174045557767386,0.632,7nu810pa,2026-04-19T15:49:31Z
pair_a_e,heterofl,1337,"0:1,1:1,2:1,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",113546.0,10.35896369483089,0.6583,4ialdzvx,2026-04-17T14:56:57Z
pair_a_e,heterofl,1338,"0:1,1:1,2:1,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",113546.0,10.373583443142708,0.6588,mp1k91i5,2026-04-18T16:21:21Z
pair_a_e,heterofl,1339,"0:1,1:1,2:1,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",113546.0,10.36065503230202,0.6531,ww7ufztx,2026-04-19T17:05:35Z
pair_a_e,heterofl,1337,"0:1,1:1,2:1,3:1,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",150794.0,12.711442311509746,0.6642,1ajaf5bj,2026-04-17T16:14:22Z
pair_a_e,heterofl,1338,"0:1,1:1,2:1,3:1,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",150794.0,12.528687240561704,0.6639,sxh9a44v,2026-04-18T17:37:52Z
pair_a_e,heterofl,1339,"0:1,1:1,2:1,3:1,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",150794.0,12.572966115706368,0.668,9uhp9j4x,2026-04-19T18:21:50Z
pair_a_e,heterofl,1337,"0:1,1:1,2:1,3:1,4:1,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",188042.0,14.816423077043146,0.6702,4zb7kta3,2026-04-17T17:31:35Z
pair_a_e,heterofl,1338,"0:1,1:1,2:1,3:1,4:1,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",188042.0,14.835163966473193,0.6676,q0xr7e82,2026-04-18T18:54:26Z
pair_a_e,heterofl,1339,"0:1,1:1,2:1,3:1,4:1,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",188042.0,14.739468070969451,0.6663,k6w3r7md,2026-04-19T19:38:28Z
pair_a_e,heterofl,1337,"0:1,1:1,2:1,3:1,4:1,5:1,6:0.0625,7:0.0625,8:0.0625,9:0.0625",225290.0,17.15586961876834,0.6739,h84ber8f,2026-04-17T18:47:33Z
pair_a_e,heterofl,1338,"0:1,1:1,2:1,3:1,4:1,5:1,6:0.0625,7:0.0625,8:0.0625,9:0.0625",225290.0,16.99078044827911,0.6748,jb7baget,2026-04-18T20:10:59Z
pair_a_e,heterofl,1339,"0:1,1:1,2:1,3:1,4:1,5:1,6:0.0625,7:0.0625,8:0.0625,9:0.0625",225290.0,16.92070521315909,0.6725,n0a9a6tl,2026-04-19T20:55:26Z
pair_a_e,heterofl,1337,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:0.0625,8:0.0625,9:0.0625",262538.0,19.166146158694755,0.6749,2eelpq0a,2026-04-17T20:05:08Z
pair_a_e,heterofl,1338,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:0.0625,8:0.0625,9:0.0625",262538.0,19.257472502364543,0.6773,ffvxutii,2026-04-18T21:28:04Z
pair_a_e,heterofl,1339,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:0.0625,8:0.0625,9:0.0625",262538.0,19.135685665620255,0.6743,2p0h23x6,2026-04-19T22:12:13Z
pair_a_e,heterofl,1337,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:1,8:0.0625,9:0.0625",299786.0,21.448729293519865,0.677,ja1b6abk,2026-04-17T21:23:38Z
pair_a_e,heterofl,1338,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:1,8:0.0625,9:0.0625",299786.0,21.351887998374877,0.675,vvdgoy3h,2026-04-18T22:45:07Z
pair_a_e,heterofl,1339,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:1,8:0.0625,9:0.0625",299786.0,21.40040540797636,0.6798,1ucgi40v,2026-04-19T23:29:33Z
pair_a_e,heterofl,1337,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:1,8:1,9:0.0625",337034.0,23.67276644787635,0.68,1c5tej2n,2026-04-17T22:41:32Z
pair_a_e,heterofl,1338,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:1,8:1,9:0.0625",337034.0,23.562190987868235,0.6771,in7egdec,2026-04-19T00:06:25Z
pair_a_e,heterofl,1339,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:1,8:1,9:0.0625",337034.0,23.650031055312137,0.6807,g7v8bwyw,2026-04-20T00:47:22Z
pair_c_e,fedrolex,1337,"0:0.25,1:0.0625,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",4067.6,4.050864601670765,0.5085,mlom08ua,2026-04-20T16:29:16Z
pair_c_e,fedrolex,1338,"0:0.25,1:0.0625,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",4067.6,4.046420003421372,0.5254,05wtd9af,2026-04-25T18:37:21Z
pair_c_e,fedrolex,1339,"0:0.25,1:0.0625,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",4067.6,4.044984646548983,0.5354,rdlf2e4a,2026-04-26T00:22:04Z
pair_c_e,fedrolex,1337,"0:0.25,1:0.25,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",6333.2,4.349267885484733,0.5557,r56qdf9o,2026-04-20T17:09:28Z
pair_c_e,fedrolex,1338,"0:0.25,1:0.25,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",6333.2,4.300490700808586,0.569,p767sn5o,2026-04-25T19:16:42Z
pair_c_e,fedrolex,1339,"0:0.25,1:0.25,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",6333.2,4.317400710470975,0.5547,nutvzwch,2026-04-26T01:03:35Z
pair_c_e,fedrolex,1337,"0:0.25,1:0.25,2:0.25,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",8598.8,4.585018980363384,0.5834,r94f3x58,2026-04-20T17:48:57Z
pair_c_e,fedrolex,1338,"0:0.25,1:0.25,2:0.25,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",8598.8,4.575622100755572,0.584,aekmjj9r,2026-04-25T19:42:54Z
pair_c_e,fedrolex,1339,"0:0.25,1:0.25,2:0.25,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",8598.8,4.592019327823072,0.5868,9ofmsodd,2026-04-26T01:43:10Z
pair_c_e,fedrolex,1337,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",10864.4,4.915420602681115,0.5901,jin0ltns,2026-04-20T18:28:01Z
pair_c_e,fedrolex,1338,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",10864.4,4.911845982883824,0.5932,fw2q026c,2026-04-25T20:22:48Z
pair_c_e,fedrolex,1339,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",10864.4,4.90708650405868,0.5974,d3hhlve9,2026-04-26T02:23:27Z
pair_c_e,fedrolex,1337,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",13130.0,5.171063048380892,0.6023,gq4cq4e1,2026-04-20T19:08:10Z
pair_c_e,fedrolex,1338,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",13130.0,5.152938306698343,0.5976,jrb1opjt,2026-04-25T21:02:34Z
pair_c_e,fedrolex,1339,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",13130.0,5.1282471594924575,0.6026,chl8gq2j,2026-04-26T03:03:23Z
pair_c_e,fedrolex,1337,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.0625,7:0.0625,8:0.0625,9:0.0625",15395.6,5.4547010223381225,0.6071,haw5tvnp,2026-04-20T19:47:43Z
pair_c_e,fedrolex,1338,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.0625,7:0.0625,8:0.0625,9:0.0625",15395.6,5.422731291601667,0.6097,kq7tsqdw,2026-04-25T21:42:09Z
pair_c_e,fedrolex,1339,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.0625,7:0.0625,8:0.0625,9:0.0625",15395.6,5.481146828562487,0.6072,8k8owhhc,2026-04-26T03:42:56Z
pair_c_e,fedrolex,1337,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.0625,8:0.0625,9:0.0625",17661.2,5.714012998971157,0.612,43z92gp8,2026-04-20T20:26:54Z
pair_c_e,fedrolex,1338,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.0625,8:0.0625,9:0.0625",17661.2,5.6999415931699335,0.6142,972i5dup,2026-04-25T22:22:26Z
pair_c_e,fedrolex,1339,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.0625,8:0.0625,9:0.0625",17661.2,5.696497552207438,0.6102,tua7xvp0,2026-04-26T04:27:09Z
pair_c_e,fedrolex,1337,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.25,8:0.0625,9:0.0625",19926.8,6.014134071581066,0.6174,npq2d2q7,2026-04-20T21:06:34Z
pair_c_e,fedrolex,1338,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.25,8:0.0625,9:0.0625",19926.8,5.9858126116800126,0.6158,f9g4pgbi,2026-04-25T23:02:32Z
pair_c_e,fedrolex,1339,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.25,8:0.0625,9:0.0625",19926.8,5.991877020878019,0.6172,yys73fla,2026-04-26T05:07:05Z
pair_c_e,fedrolex,1337,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.25,8:0.25,9:0.0625",22192.4,6.21887084847549,0.6216,0pss7upc,2026-04-20T21:46:25Z
pair_c_e,fedrolex,1338,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.25,8:0.25,9:0.0625",22192.4,6.281699742522323,0.6198,qzw6wghz,2026-04-25T23:42:39Z
pair_c_e,fedrolex,1339,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.25,8:0.25,9:0.0625",22192.4,6.26716546297539,0.6206,nieechu6,2026-04-26T05:47:01Z
pair_c_e,fiarse,1337,"0:0.25,1:0.0625,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",4067.6,6.8437215849291535,0.5147,yg48tseh,2026-04-20T16:42:41Z
pair_c_e,fiarse,1338,"0:0.25,1:0.0625,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",4067.6,6.836717100103852,0.5188,efd69bi3,2026-04-25T18:50:10Z
pair_c_e,fiarse,1339,"0:0.25,1:0.0625,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",4067.6,6.861628474231111,0.5156,gjbkbdmk,2026-04-26T00:36:20Z
pair_c_e,fiarse,1337,"0:0.25,1:0.25,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",6333.2,6.8508900661021475,0.5309,h0s976iv,2026-04-20T17:22:50Z
pair_c_e,fiarse,1339,"0:0.25,1:0.25,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",6333.2,6.861505835823482,0.5208,v8t359sk,2026-04-26T01:16:47Z
pair_c_e,fiarse,1337,"0:0.25,1:0.25,2:0.25,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",8598.8,6.862189429567661,0.5281,abvif9zq,2026-04-20T18:01:41Z
pair_c_e,fiarse,1338,"0:0.25,1:0.25,2:0.25,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",8598.8,6.856896237831097,0.5416,6hyqm0e9,2026-04-25T19:56:16Z
pair_c_e,fiarse,1339,"0:0.25,1:0.25,2:0.25,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",8598.8,6.8499901247152595,0.5354,3nf8a7jy,2026-04-26T01:56:32Z
pair_c_e,fiarse,1337,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",10864.4,6.894385550322477,0.5343,sn77hxl3,2026-04-20T18:41:26Z
pair_c_e,fiarse,1338,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",10864.4,6.8661609139933715,0.5325,n08zhzs8,2026-04-25T20:36:21Z
pair_c_e,fiarse,1339,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",10864.4,6.823844202305191,0.5222,d9w1u89z,2026-04-26T02:36:39Z
pair_c_e,fiarse,1337,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",13130.0,6.861836455960292,0.5391,7tawzla6,2026-04-20T19:21:07Z
pair_c_e,fiarse,1338,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",13130.0,6.864715585805243,0.5309,w6oioout,2026-04-25T21:15:35Z
pair_c_e,fiarse,1339,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",13130.0,6.8071394198341295,0.52,66zelqcq,2026-04-26T03:16:45Z
pair_c_e,fiarse,1337,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.0625,7:0.0625,8:0.0625,9:0.0625",15395.6,6.86642964920029,0.5408,tltf5sm6,2026-04-20T20:00:48Z
pair_c_e,fiarse,1338,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.0625,7:0.0625,8:0.0625,9:0.0625",15395.6,6.82431349454564,0.5408,kev84mck,2026-04-25T21:55:21Z
pair_c_e,fiarse,1339,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.0625,7:0.0625,8:0.0625,9:0.0625",15395.6,6.7987731986213475,0.5343,elxkddjj,2026-04-26T03:56:08Z
pair_c_e,fiarse,1337,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.0625,8:0.0625,9:0.0625",17661.2,6.817975096066948,0.5344,s21xyyva,2026-04-20T20:40:27Z
pair_c_e,fiarse,1338,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.0625,8:0.0625,9:0.0625",17661.2,6.82059193024179,0.5363,xm5u4pfd,2026-04-25T22:35:38Z
pair_c_e,fiarse,1339,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.0625,8:0.0625,9:0.0625",17661.2,6.865406915091444,0.5321,izbcs1yg,2026-04-26T04:40:31Z
pair_c_e,fiarse,1337,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.25,8:0.0625,9:0.0625",19926.8,6.859791423066054,0.5459,ap3iol2m,2026-04-20T21:19:52Z
pair_c_e,fiarse,1338,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.25,8:0.0625,9:0.0625",19926.8,6.874741449585417,0.5308,oyuqqo9d,2026-04-25T23:16:05Z
pair_c_e,fiarse,1339,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.25,8:0.0625,9:0.0625",19926.8,6.8565786616527475,0.5358,h9ufuadr,2026-04-26T05:20:17Z
pair_c_e,fiarse,1337,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.25,8:0.25,9:0.0625",22192.4,6.8345865329960365,0.5447,kj1s1en3,2026-04-20T21:59:39Z
pair_c_e,fiarse,1338,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.25,8:0.25,9:0.0625",22192.4,6.862584640149725,0.5317,2jmjx547,2026-04-25T23:55:51Z
pair_c_e,fiarse,1339,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.25,8:0.25,9:0.0625",22192.4,6.819218951812945,0.5395,b09he863,2026-04-26T06:00:23Z
pair_c_e,heterofl,1337,"0:0.25,1:0.0625,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",4067.6,4.098210880195256,0.5277,f700gld5,2026-04-20T16:16:22Z
pair_c_e,heterofl,1338,"0:0.25,1:0.0625,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",4067.6,4.037935548496899,0.5605,q0vrvw5v,2026-04-25T18:22:33Z
pair_c_e,heterofl,1339,"0:0.25,1:0.0625,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",4067.6,4.0195494954416064,0.5463,8iwvgpzy,2026-04-26T00:09:13Z
pair_c_e,heterofl,1337,"0:0.25,1:0.25,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",6333.2,4.328722302173264,0.5871,rzf4gowf,2026-04-20T16:55:54Z
pair_c_e,heterofl,1338,"0:0.25,1:0.25,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",6333.2,4.324388722277945,0.5863,kglai823,2026-04-25T19:03:42Z
pair_c_e,heterofl,1339,"0:0.25,1:0.25,2:0.0625,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",6333.2,4.303953749785433,0.5844,0a4zasgw,2026-04-26T00:49:52Z
pair_c_e,heterofl,1337,"0:0.25,1:0.25,2:0.25,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",8598.8,4.589045946195256,0.6016,q1005vma,2026-04-20T17:35:37Z
pair_c_e,heterofl,1338,"0:0.25,1:0.25,2:0.25,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",8598.8,4.613216908700997,0.6059,emqobxx1,2026-04-25T19:29:43Z
pair_c_e,heterofl,1339,"0:0.25,1:0.25,2:0.25,3:0.0625,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",8598.8,4.6226085942995265,0.6018,t1zybyl4,2026-04-26T01:30:09Z
pair_c_e,heterofl,1337,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",10864.4,4.92369701419957,0.6111,6topw3am,2026-04-20T18:14:47Z
pair_c_e,heterofl,1338,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",10864.4,4.874623127991799,0.6107,d8iplljc,2026-04-25T20:09:27Z
pair_c_e,heterofl,1339,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.0625,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",10864.4,4.887112458015326,0.6125,3miz30kq,2026-04-26T02:10:15Z
pair_c_e,heterofl,1337,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",13130.0,5.155133225803729,0.6105,crsy79jy,2026-04-20T18:54:59Z
pair_c_e,heterofl,1338,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",13130.0,5.124773087212816,0.6081,wa8cveu4,2026-04-25T20:49:33Z
pair_c_e,heterofl,1339,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.0625,6:0.0625,7:0.0625,8:0.0625,9:0.0625",13130.0,5.161254973028553,0.6151,x9y6wv8b,2026-04-26T02:50:11Z
pair_c_e,heterofl,1337,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.0625,7:0.0625,8:0.0625,9:0.0625",15395.6,5.439801462879404,0.6146,gihi5aog,2026-04-20T19:34:37Z
pair_c_e,heterofl,1338,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.0625,7:0.0625,8:0.0625,9:0.0625",15395.6,5.401606673939386,0.6128,7tepqaiz,2026-04-25T21:28:46Z
pair_c_e,heterofl,1339,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.0625,7:0.0625,8:0.0625,9:0.0625",15395.6,5.419052143464796,0.618,ez0czo2b,2026-04-26T03:29:56Z
pair_c_e,heterofl,1337,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.0625,8:0.0625,9:0.0625",17661.2,5.674676735291723,0.6231,bbx1j1o1,2026-04-20T20:13:52Z
pair_c_e,heterofl,1338,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.0625,8:0.0625,9:0.0625",17661.2,5.669796995725482,0.6131,0b5fvy9q,2026-04-25T22:09:04Z
pair_c_e,heterofl,1339,"0:0.25,1:0.25,2:0.25,3:0.25,4:0.25,5:0.25,6:0.25,7:0.0625,8:0.0625,9:0.0625",17661.2,5.710510983027052,0.6258,wa5ueynq,2026-04-26T04:13:47Z
