regime,method,n,rpi4_update_share_mean,rpi4_update_share_std,rpi4_weight_share_mean,rpi4_weight_share_std,rpi4_staleness_mean,rpi4_staleness_std,rpi5_staleness_mean,rpi5_staleness_std,updates_per_second_mean,updates_per_second_std
iid,fedasync,3,0.11941391941391942,0.007949646305571675,0.06688382502882194,0.006799560829839922,35.680092592592594,1.9822905820404042,9.901916783543712,0.08684802231314388,0.21971230087571056,0.0064820410098961325
iid,fedbuff,3,0.13777662277662275,0.0064911051552509185,0.1014361967562219,0.00700331594811526,3.232403436325734,0.1320512069300485,1.0467910318301712,0.010731498225767619,0.3403204415339684,0.009870490705293342
iid,fedstaleweight,3,0.13809523809523808,0.008247860988423228,0.27868686608011717,0.007041350940664296,3.1592592592592594,0.11417083438369154,1.030396174863388,0.0025548639630144057,0.3238144555350529,0.011681280676472878
noniid,fedasync,3,0.1290927290927291,0.007255346075010168,0.07484626555652449,0.006552649821141126,35.99283924095954,1.660040136310704,10.327027328283615,0.07986035695147613,0.30821410503471397,0.008270291417992166
noniid,fedbuff,3,0.14646760586243066,0.006533019291278708,0.1074924674572768,0.005613626061093487,3.265696458794721,0.056581895237417135,1.0546906338965407,0.006801777542426782,0.3819484208397504,0.015378758952089322
noniid,fedstaleweight,3,0.14633372213890675,0.0064846434537070485,0.2971181756045785,0.0033680287817976005,3.1740449803109647,0.1326240153244227,1.0574417009602195,0.013058390630594422,0.35730501487554384,0.0074745439517161765
