regime,topology,method,x,n,eval_acc_mean,eval_acc_std
noniid,mixed,fedavg,2300.0,3,0.5373038243429211,0.011441827224453135
noniid,mixed,fedavg,2400.0,3,0.5425188226813741,0.010702571815313413
noniid,mixed,fedavg,2500.0,3,0.5476932871729878,0.010278471319900662
noniid,mixed,fedavg,2600.0,3,0.5517037747204364,0.010581858640901167
noniid,mixed,fedavg,2700.0,3,0.5560720593940757,0.01012931836867726
noniid,mixed,fedavg,2800.0,3,0.5600895623566907,0.009153683746501329
noniid,mixed,fedavg,2900.0,3,0.5634445457502975,0.008678216836080475
noniid,mixed,fedavg,3000.0,3,0.5667779439952825,0.008736116149409412
noniid,mixed,fedavg,3100.0,3,0.5710552732539073,0.009347232065742945
noniid,mixed,fedavg,3200.0,3,0.5745854482380223,0.009309198759875464
noniid,mixed,fedavg,3300.0,3,0.5775232561328472,0.009084294250870891
noniid,mixed,fedavg,3400.0,3,0.5803776373637811,0.008674504024486916
noniid,mixed,fedavg,3500.0,3,0.5833419306212738,0.00799128616887826
noniid,mixed,fedavg,3600.0,3,0.5857327982510103,0.007769638109256
noniid,mixed,fedavg,3700.0,3,0.5887857306202314,0.007871439135588692
noniid,mixed,fedavg,3800.0,3,0.5913787363092776,0.007807818893119602
noniid,mixed,fedavg,3900.0,3,0.5934557510712235,0.006040056632141187
noniid,mixed,fedavg,4000.0,3,0.5947107105803716,0.004752337048486781
noniid,mixed,fedavg,4100.0,3,0.5959854429303911,0.0035980080872579237
noniid,mixed,fedavg,4200.0,3,0.5972522051578052,0.002558654413471266
noniid,mixed,fedavg,4300.0,3,0.5990054696720817,0.0011631164550083546
noniid,mixed,fedavg,4400.0,3,0.6008650274963334,0.0011255946715734324
noniid,mixed,fedavg,4500.0,3,0.6018,0.0015132745950421577
noniid,mixed,fedbuff,300.0,3,0.3341886748903214,0.005286962288887289
noniid,mixed,fedbuff,400.0,3,0.383581918733668,0.00605178263185237
noniid,mixed,fedbuff,500.0,3,0.418458104367006,0.01058350657654818
noniid,mixed,fedbuff,600.0,3,0.4340715556024272,0.008514574275859239
noniid,mixed,fedbuff,700.0,3,0.46302873417679935,0.009713365987599212
noniid,mixed,fedbuff,800.0,3,0.46785305726317095,0.009456912069894276
noniid,mixed,fedbuff,900.0,3,0.48824168524183204,0.008456748555957225
noniid,mixed,fedbuff,1000.0,3,0.5044152429434222,0.009415174479208813
noniid,mixed,fedbuff,1100.0,3,0.5001779216014758,0.022754460985388712
noniid,mixed,fedbuff,1200.0,3,0.5208178210303218,0.016042739055332232
noniid,mixed,fedbuff,1300.0,3,0.5250097806522221,0.006083191046555599
noniid,mixed,fedbuff,1400.0,3,0.5433669988858846,0.01044474177251868
noniid,mixed,fedbuff,1500.0,3,0.5474606030354191,0.010626347564377955
noniid,mixed,fedbuff,1600.0,3,0.5498109705793043,0.009898279561547589
noniid,mixed,fedbuff,1700.0,3,0.5594439836934814,0.008329803278242736
noniid,mixed,fedbuff,1800.0,3,0.5637596844840854,0.004214910995295277
noniid,mixed,fedbuff,1900.0,3,0.5753255878236908,0.007610030464901782
noniid,mixed,fedbuff,2000.0,3,0.5735858462639545,0.006339678481708195
noniid,mixed,fedbuff,2100.0,3,0.5876681889129692,0.007378222104630492
noniid,mixed,fedbuff,2200.0,3,0.5892047681037432,0.002708944220754155
noniid,mixed,fedbuff,2300.0,3,0.5948381016585035,0.005342355946410951
noniid,mixed,fedbuff,2400.0,3,0.5991998853023389,0.005246134477896318
noniid,mixed,fedbuff,2500.0,3,0.5958412590658789,0.0108531225774363
noniid,mixed,fedbuff,2600.0,3,0.6015,0.002179449471770326
noniid,mixed,fedstaleweight,200.0,3,0.2648828288479653,0.0349776064785104
noniid,mixed,fedstaleweight,300.0,3,0.3442806003715901,0.011203294907459279
noniid,mixed,fedstaleweight,400.0,3,0.4152021600755638,0.034489863418245885
noniid,mixed,fedstaleweight,500.0,3,0.4290267911720756,0.0089719636522738
noniid,mixed,fedstaleweight,600.0,3,0.45667009910733053,0.018303876076068114
noniid,mixed,fedstaleweight,700.0,3,0.4726673907125276,0.013648245042688401
noniid,mixed,fedstaleweight,800.0,3,0.499893463663131,0.014203975454757661
noniid,mixed,fedstaleweight,900.0,3,0.5056643357259346,0.011613070008956778
noniid,mixed,fedstaleweight,1000.0,3,0.5156607771993841,0.018898190211208005
noniid,mixed,fedstaleweight,1100.0,3,0.5335657979557157,0.01715995528063946
noniid,mixed,fedstaleweight,1200.0,3,0.5427052331982685,0.009156067574643326
noniid,mixed,fedstaleweight,1300.0,3,0.551507031172931,0.0029638959611676713
noniid,mixed,fedstaleweight,1400.0,3,0.5675449485442953,0.00265226056202176
noniid,mixed,fedstaleweight,1500.0,3,0.5761940178800451,0.0063825112124979155
noniid,mixed,fedstaleweight,1600.0,3,0.5813796071651133,0.0036403301376688193
noniid,mixed,fedstaleweight,1700.0,3,0.5818824074728518,0.027036980041356046
noniid,mixed,fedstaleweight,1800.0,3,0.5876642713175729,0.020853073058908666
noniid,mixed,fedstaleweight,1900.0,3,0.6041139689332787,0.0016537158381277023
noniid,mixed,fedstaleweight,2000.0,3,0.6045,0.0018248287590894566
