regime,topology,method,run_id,client_trip,eval_acc,server_step
noniid,mixed,fedstaleweight,wyc9rjxq,320,0.5119,32
noniid,mixed,fedstaleweight,wyc9rjxq,330,0.5114,33
noniid,mixed,fedstaleweight,wyc9rjxq,340,0.5133,34
noniid,mixed,fedstaleweight,wyc9rjxq,350,0.5185,35
noniid,mixed,fedstaleweight,wyc9rjxq,360,0.5557,36
noniid,mixed,fedstaleweight,wyc9rjxq,370,0.5499,37
noniid,mixed,fedstaleweight,wyc9rjxq,380,0.5427,38
noniid,mixed,fedstaleweight,wyc9rjxq,390,0.5698,39
noniid,mixed,fedstaleweight,wyc9rjxq,400,0.5349,40
noniid,mixed,fedstaleweight,wyc9rjxq,410,0.533,41
noniid,mixed,fedstaleweight,wyc9rjxq,420,0.5331,42
noniid,mixed,fedstaleweight,wyc9rjxq,430,0.5252,43
noniid,mixed,fedstaleweight,wyc9rjxq,440,0.5411,44
noniid,mixed,fedstaleweight,wyc9rjxq,450,0.5526,45
noniid,mixed,fedstaleweight,wyc9rjxq,460,0.5184,46
noniid,mixed,fedstaleweight,wyc9rjxq,470,0.5659,47
noniid,mixed,fedstaleweight,wyc9rjxq,480,0.5794,48
noniid,mixed,fedstaleweight,wyc9rjxq,490,0.5612,49
noniid,mixed,fedstaleweight,wyc9rjxq,500,0.5788,50
noniid,mixed,fedstaleweight,wyc9rjxq,510,0.5477,51
noniid,mixed,fedstaleweight,wyc9rjxq,520,0.5497,52
noniid,mixed,fedstaleweight,wyc9rjxq,530,0.5789,53
noniid,mixed,fedstaleweight,wyc9rjxq,540,0.5833,54
noniid,mixed,fedstaleweight,wyc9rjxq,550,0.5631,55
noniid,mixed,fedstaleweight,wyc9rjxq,560,0.5931,56
noniid,mixed,fedstaleweight,wyc9rjxq,570,0.5776,57
noniid,mixed,fedstaleweight,wyc9rjxq,580,0.5698,58
noniid,mixed,fedstaleweight,wyc9rjxq,590,0.5646,59
noniid,mixed,fedstaleweight,wyc9rjxq,600,0.5818,60
noniid,mixed,fedstaleweight,wyc9rjxq,610,0.5494,61
noniid,mixed,fedstaleweight,wyc9rjxq,620,0.5726,62
noniid,mixed,fedstaleweight,wyc9rjxq,630,0.5656,63
noniid,mixed,fedstaleweight,wyc9rjxq,640,0.5802,64
noniid,mixed,fedstaleweight,wyc9rjxq,650,0.5936,65
noniid,mixed,fedstaleweight,wyc9rjxq,660,0.6024,66
