run_id,method,buffer_size,source,server_step,client_trips_total,node_id,device_type,staleness
f8r1yqsh,fedbuff,5,network_stressor_sweep,59,294,17865354463084643977,rpi5,3
f8r1yqsh,fedbuff,5,network_stressor_sweep,59,295,1287847929735971682,rpi5,2
f8r1yqsh,fedbuff,5,network_stressor_sweep,60,296,2149541508140645213,rpi5,3
f8r1yqsh,fedbuff,5,network_stressor_sweep,60,297,8335552894148306858,rpi5,2
f8r1yqsh,fedbuff,5,network_stressor_sweep,60,298,13203157195360056689,rpi4,4
f8r1yqsh,fedbuff,5,network_stressor_sweep,60,299,14244411391788972660,rpi5,2
f8r1yqsh,fedbuff,5,network_stressor_sweep,60,300,2597728084587060721,rpi5,2
j81afai0,fedbuff,10,network_main,1,1,5018383628358028546,rpi5,0
j81afai0,fedbuff,10,network_main,1,2,4062665300245713518,rpi5,0
j81afai0,fedbuff,10,network_main,1,3,1584522094463059646,rpi5,0
j81afai0,fedbuff,10,network_main,1,4,6323874847507668831,rpi5,0
j81afai0,fedbuff,10,network_main,1,5,4255954338395240267,rpi5,0
j81afai0,fedbuff,10,network_main,1,6,16868506971220395663,rpi5,0
j81afai0,fedbuff,10,network_main,1,7,14555662308487818369,rpi5,0
j81afai0,fedbuff,10,network_main,1,8,14051556509977617442,rpi5,0
j81afai0,fedbuff,10,network_main,1,9,12941662399831504032,rpi5,0
j81afai0,fedbuff,10,network_main,1,10,4392353453518496575,rpi5,0
j81afai0,fedbuff,10,network_main,2,11,4255954338395240267,rpi5,1
j81afai0,fedbuff,10,network_main,2,12,6323874847507668831,rpi5,1
j81afai0,fedbuff,10,network_main,2,13,5018383628358028546,rpi5,1
j81afai0,fedbuff,10,network_main,2,14,14051556509977617442,rpi5,1
j81afai0,fedbuff,10,network_main,2,15,14555662308487818369,rpi5,1
j81afai0,fedbuff,10,network_main,2,16,4062665300245713518,rpi5,1
j81afai0,fedbuff,10,network_main,2,17,16868506971220395663,rpi5,1
j81afai0,fedbuff,10,network_main,2,18,12941662399831504032,rpi5,1
j81afai0,fedbuff,10,network_main,2,19,1584522094463059646,rpi5,1
j81afai0,fedbuff,10,network_main,2,20,5018383628358028546,rpi5,0
j81afai0,fedbuff,10,network_main,3,21,12941662399831504032,rpi5,1
j81afai0,fedbuff,10,network_main,3,22,6651852218780769558,rpi4,2
j81afai0,fedbuff,10,network_main,3,23,11318486243711775647,rpi4,2
j81afai0,fedbuff,10,network_main,3,24,10578321295934146575,rpi4,2
j81afai0,fedbuff,10,network_main,3,25,14555662308487818369,rpi5,1
j81afai0,fedbuff,10,network_main,3,26,4392353453518496575,rpi5,1
j81afai0,fedbuff,10,network_main,3,27,1584522094463059646,rpi5,1
j81afai0,fedbuff,10,network_main,3,28,14051556509977617442,rpi5,1
j81afai0,fedbuff,10,network_main,3,29,16868506971220395663,rpi5,1
j81afai0,fedbuff,10,network_main,3,30,4062665300245713518,rpi5,1
j81afai0,fedbuff,10,network_main,4,31,4255954338395240267,rpi5,2
j81afai0,fedbuff,10,network_main,4,32,6323874847507668831,rpi5,2
j81afai0,fedbuff,10,network_main,4,33,5018383628358028546,rpi5,1
j81afai0,fedbuff,10,network_main,4,34,1584522094463059646,rpi5,1
j81afai0,fedbuff,10,network_main,4,35,14051556509977617442,rpi5,1
j81afai0,fedbuff,10,network_main,4,36,4392353453518496575,rpi5,1
j81afai0,fedbuff,10,network_main,4,37,16868506971220395663,rpi5,1
j81afai0,fedbuff,10,network_main,4,38,14555662308487818369,rpi5,1
j81afai0,fedbuff,10,network_main,4,39,12941662399831504032,rpi5,1
